ZipCode,WaterUse,PowerUse,Date
90040,0,0,2008
90040,0,0,2008
90040,0,0,2008
90040,0,0,2008
90040,0,0,2008
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2009
90040,0,0,2010
90040,0,0,2010
90040,0,0,2010
90040,0,0,2010
90040,0,0,2010
90040,0,0,2010
90040,0,4,2010
90040,0,123,2010
90040,0,119,2010
90040,0,123,2010
90040,0,119,2010
90040,0,116,2010
90040,0,116,2011
90040,0,230,2011
90040,0,259,2011
90040,0,114,2011
90040,0,118,2011
90040,0,231,2011
90040,0,352,2011
90040,0,631,2011
90040,0,597,2011
90040,0,417,2011
90040,0,403,2011
90040,0,341,2011
90040,0,338,2012
90040,0,248,2012
90040,0,264,2012
90040,0,288,2012
90040,0,301,2012
90040,0,412,2012
90040,0,431,2012
90040,0,575,2012
90040,0,544,2012
90040,0,442,2012
90040,0,428,2012
90040,0,303,2013
90040,0,303,2013
90040,0,242,2013
90040,0,268,2013
90040,0,359,2013
90040,0,373,2013
90040,0,326,2013
90041,23.9,486,2005
90041,22.83,487,2005
90041,21.66,467,2005
90041,17.78,416,2005
90041,16.88,397,2005
90041,15.89,464,2005
90041,15.92,473,2006
90041,13.55,410,2006
90041,14.53,450,2006
90041,15.03,396,2006
90041,16.49,406,2006
90041,20.93,563,2006
90041,22.99,610,2006
90041,22.7,522,2006
90041,21.61,486,2006
90041,19.44,422,2006
90041,18.35,402,2006
90041,16.45,489,2006
90041,16.28,503,2007
90041,14.97,399,2007
90041,17.01,427,2007
90041,18.39,382,2007
90041,19.56,393,2007
90041,21.88,471,2007
90041,23.78,506,2007
90041,23.52,570,2007
90041,21.67,550,2007
90041,18.49,433,2007
90041,17.23,409,2007
90041,14.44,506,2007
90041,14.1,521,2008
90041,13.76,419,2008
90041,15.35,431,2008
90041,17.31,400,2008
90041,18.68,414,2008
90041,19.98,520,2008
90041,22.86,561,2008
90041,21.78,549,2008
90041,19.96,524,2008
90041,18.83,446,2008
90041,17.61,419,2008
90041,14.51,470,2008
90041,14.11,480,2009
90041,12.71,403,2009
90041,14.34,435,2009
90041,16.28,392,2009
90041,17.5,400,2009
90041,17.01,466,2009
90041,18.27,504,2009
90041,18.82,555,2009
90041,18.08,537,2009
90041,16.27,441,2009
90041,15.45,413,2009
90041,13.46,470,2009
90041,12.99,480,2010
90041,11.71,394,2010
90041,13.31,419,2010
90041,14.26,369,2010
90041,15.26,374,2010
90041,17.05,418,2010
90041,18.26,446,2010
90041,18.31,488,2010
90041,17.67,478,2010
90041,15.1,434,2010
90041,14.19,411,2010
90041,13.95,468,2010
90041,14.03,476,2011
90041,12.71,399,2011
90041,14.05,434,2011
90041,14.65,371,2011
90041,15.72,374,2011
90041,17.22,437,2011
90041,17.96,469,2011
90041,17.98,484,2011
90041,17.13,466,2011
90041,14.8,428,2011
90041,13.66,410,2011
90041,13.37,458,2011
90041,13.38,464,2012
90041,12.93,397,2012
90041,13.98,414,2012
90041,14.15,374,2012
90041,15.45,383,2012
90041,17.81,423,2012
90041,13.79,454,2012
90041,14.39,626,2012
90041,13.82,617,2012
90041,11.22,438,2012
90041,10.56,405,2012
90041,8.56,478,2013
90041,8.22,489,2013
90041,8.47,376,2013
90041,9.69,398,2013
90041,11.24,371,2013
90041,12.1,384,2013
90041,13.21,450,2013
90042,23.9,378,2005
90042,23.89,408,2005
90042,22.15,377,2005
90042,19.73,347,2005
90042,18.43,349,2005
90042,18.16,398,2005
90042,17.87,401,2006
90042,15.98,355,2006
90042,17.29,383,2006
90042,17.31,337,2006
90042,19.5,365,2006
90042,22.36,430,2006
90042,24.17,454,2006
90042,24.34,446,2006
90042,22.66,401,2006
90042,21.09,350,2006
90042,19.81,361,2006
90042,18.74,436,2006
90042,18.46,431,2007
90042,16.49,346,2007
90042,18.99,366,2007
90042,19.98,329,2007
90042,21.41,348,2007
90042,22.55,373,2007
90042,23.37,409,2007
90042,23.52,472,2007
90042,21.98,424,2007
90042,20.19,350,2007
90042,18.41,357,2007
90042,16.85,434,2007
90042,16.33,436,2008
90042,15.2,377,2008
90042,17.17,383,2008
90042,18.44,340,2008
90042,19.74,367,2008
90042,20.04,413,2008
90042,22.01,434,2008
90042,21.56,446,2008
90042,20.61,415,2008
90042,20.07,377,2008
90042,18.32,372,2008
90042,16.77,419,2008
90042,16.21,416,2009
90042,14.01,347,2009
90042,16.15,370,2009
90042,17.46,332,2009
90042,18.57,348,2009
90042,18.12,369,2009
90042,19.37,403,2009
90042,20.01,459,2009
90042,19.07,426,2009
90042,18.08,369,2009
90042,16.75,363,2009
90042,15.57,411,2009
90042,15.17,412,2010
90042,13.44,343,2010
90042,15.5,361,2010
90042,16.05,313,2010
90042,17.16,328,2010
90042,17.91,346,2010
90042,19,361,2010
90042,19.33,386,2010
90042,18.32,375,2010
90042,17.07,370,2010
90042,15.64,369,2010
90042,14.91,415,2010
90042,15.02,412,2011
90042,13.71,348,2011
90042,15.52,371,2011
90042,16.5,321,2011
90042,17.54,334,2011
90042,18.3,355,2011
90042,19.2,379,2011
90042,19.51,408,2011
90042,18.49,381,2011
90042,17.27,354,2011
90042,15.71,354,2011
90042,15.29,402,2011
90042,15.5,398,2012
90042,14.69,342,2012
90042,15.63,353,2012
90042,15.42,317,2012
90042,16.95,333,2012
90042,18.46,351,2012
90042,11.13,394,2012
90042,11.39,490,2012
90042,10.61,446,2012
90042,9.5,367,2012
90042,8.66,362,2012
90042,7.79,416,2013
90042,7.7,409,2013
90042,7.37,323,2013
90042,8.47,341,2013
90042,9.13,301,2013
90042,9.85,327,2013
90042,10.55,367,2013
90043,18.97,351,2005
90043,18.36,359,2005
90043,17.65,348,2005
90043,15.08,363,2005
90043,14.38,353,2005
90043,14.34,412,2005
90043,14.29,419,2006
90043,12.54,367,2006
90043,13.84,404,2006
90043,14,351,2006
90043,14.85,354,2006
90043,17.65,373,2006
90043,18.96,392,2006
90043,17.9,361,2006
90043,16.97,345,2006
90043,16.1,369,2006
90043,15.45,359,2006
90043,14.7,444,2006
90043,14.67,458,2007
90043,13.31,360,2007
90043,14.84,388,2007
90043,15.55,345,2007
90043,16.41,351,2007
90043,17.67,359,2007
90043,18.11,375,2007
90043,17.76,373,2007
90043,17.25,361,2007
90043,15.55,372,2007
90043,14.89,361,2007
90043,13.44,446,2007
90043,13.26,459,2008
90043,12.41,381,2008
90043,13.55,396,2008
90043,14.42,348,2008
90043,15.24,353,2008
90043,15.7,361,2008
90043,16.91,379,2008
90043,16.25,373,2008
90043,15.88,360,2008
90043,15.04,367,2008
90043,14.5,355,2008
90043,13.29,421,2008
90043,13.17,431,2009
90043,11.54,365,2009
90043,12.92,396,2009
90043,13.48,337,2009
90043,14.19,339,2009
90043,14.22,336,2009
90043,14.98,359,2009
90043,15.62,377,2009
90043,15.11,367,2009
90043,13.63,369,2009
90043,13.15,358,2009
90043,12.2,420,2009
90043,12.13,429,2010
90043,10.82,348,2010
90043,12.02,373,2010
90043,12.4,334,2010
90043,13.14,339,2010
90043,14.16,327,2010
90043,15.08,343,2010
90043,14.98,346,2010
90043,14.45,337,2010
90043,12.82,370,2010
90043,12.29,361,2010
90043,11.87,418,2010
90043,12.08,425,2011
90043,10.71,359,2011
90043,13.05,392,2011
90043,12.44,335,2011
90043,13.19,338,2011
90043,13.77,324,2011
90043,14.86,338,2011
90043,14.61,339,2011
90043,14.21,328,2011
90043,12.85,364,2011
90043,12.25,354,2011
90043,12.47,413,2011
90043,12.58,420,2012
90043,11.44,360,2012
90043,12.15,377,2012
90043,12.49,328,2012
90043,13.13,333,2012
90043,14.14,316,2012
90043,10.78,328,2012
90043,11.03,378,2012
90043,10.62,368,2012
90043,9.28,357,2012
90043,8.91,345,2012
90043,7.73,419,2013
90043,7.53,428,2013
90043,7.6,346,2013
90043,8.59,373,2013
90043,9.47,316,2013
90043,9.96,318,2013
90043,10.74,319,2013
90044,21.56,319,2005
90044,21.65,328,2005
90044,20.54,317,2005
90044,18.65,322,2005
90044,17.63,319,2005
90044,17.8,363,2005
90044,17.88,366,2006
90044,16.25,323,2006
90044,17.9,352,2006
90044,17.56,314,2006
90044,18.96,323,2006
90044,20.83,332,2006
90044,21.83,347,2006
90044,21.57,340,2006
90044,20.33,323,2006
90044,19.5,324,2006
90044,18.4,324,2006
90044,17.83,389,2006
90044,17.91,391,2007
90044,16.26,316,2007
90044,18.31,339,2007
90044,18.66,305,2007
90044,19.63,314,2007
90044,20.24,316,2007
90044,21.21,333,2007
90044,21.45,357,2007
90044,20.15,338,2007
90044,18.61,324,2007
90044,17.38,320,2007
90044,16.42,386,2007
90044,16.26,390,2008
90044,15.41,334,2008
90044,17.04,346,2008
90044,17.73,310,2008
90044,18.61,319,2008
90044,18.63,324,2008
90044,19.79,340,2008
90044,19.6,343,2008
90044,18.74,328,2008
90044,18.57,327,2008
90044,17.44,323,2008
90044,16.52,373,2008
90044,16.31,375,2009
90044,14.6,318,2009
90044,16.53,345,2009
90044,16.78,303,2009
90044,17.54,308,2009
90044,17.41,304,2009
90044,18.71,325,2009
90044,19.33,347,2009
90044,18.53,333,2009
90044,17.56,324,2009
90044,16.46,320,2009
90044,15.91,369,2009
90044,15.68,369,2010
90044,13.78,306,2010
90044,15.46,328,2010
90044,15.75,291,2010
90044,16.58,300,2010
90044,17.42,294,2010
90044,18.24,309,2010
90044,18.45,312,2010
90044,17.56,306,2010
90044,16.58,327,2010
90044,15.67,323,2010
90044,15.15,367,2010
90044,15.08,369,2011
90044,13.78,315,2011
90044,15.3,340,2011
90044,15.42,294,2011
90044,16.52,302,2011
90044,17.53,305,2011
90044,18.22,315,2011
90044,18.17,316,2011
90044,17.28,306,2011
90044,16.36,319,2011
90044,15.52,317,2011
90044,15.64,371,2011
90044,15.62,371,2012
90044,14.54,318,2012
90044,15.68,331,2012
90044,15.59,296,2012
90044,16.69,302,2012
90044,17.47,294,2012
90044,11.4,313,2012
90044,11.92,353,2012
90044,11.1,338,2012
90044,9.91,323,2012
90044,9.12,316,2012
90044,8.4,376,2013
90044,8.41,380,2013
90044,7.8,304,2013
90044,8.91,324,2013
90044,9.78,286,2013
90044,10.52,297,2013
90044,10.97,300,2013
90045,41.01,414,2005
90045,39.94,435,2005
90045,37.67,418,2005
90045,34.72,420,2005
90045,31.64,418,2005
90045,30.9,483,2005
90045,29.52,480,2006
90045,26.42,413,2006
90045,28,452,2006
90045,28.62,413,2006
90045,32.29,434,2006
90045,37.1,445,2006
90045,38.24,473,2006
90045,39.71,469,2006
90045,38.34,449,2006
90045,36.26,446,2006
90045,33.56,446,2006
90045,31.15,530,2006
90045,30.19,523,2007
90045,28.36,431,2007
90045,33.58,471,2007
90045,34.9,428,2007
90045,37.3,442,2007
90045,38.57,423,2007
90045,40.04,448,2007
90045,40.66,494,2007
90045,38.41,467,2007
90045,35.37,452,2007
90045,32.39,450,2007
90045,27.3,542,2007
90045,26.35,535,2008
90045,24.24,461,2008
90045,28.11,484,2008
90045,31.73,419,2008
90045,32.99,439,2008
90045,33.14,447,2008
90045,39.44,454,2008
90045,39.05,468,2008
90045,37.34,451,2008
90045,35.81,460,2008
90045,32.31,454,2008
90045,26.71,508,2008
90045,25.84,504,2009
90045,23.08,427,2009
90045,27.09,466,2009
90045,30.74,412,2009
90045,31.58,426,2009
90045,30.24,419,2009
90045,31.32,440,2009
90045,32.47,480,2009
90045,31.09,459,2009
90045,29.52,447,2009
90045,26.5,443,2009
90045,24.73,518,2009
90045,23.91,510,2010
90045,22.21,407,2010
90045,24.52,446,2010
90045,25.99,403,2010
90045,27.86,418,2010
90045,29.59,408,2010
90045,33,416,2010
90045,34.51,419,2010
90045,32.12,414,2010
90045,28.6,459,2010
90045,26.21,451,2010
90045,24.49,500,2010
90045,24.42,495,2011
90045,23.18,421,2011
90045,25.23,460,2011
90045,28.25,405,2011
90045,31.45,419,2011
90045,33.4,407,2011
90045,34.39,419,2011
90045,33.67,430,2011
90045,31.62,421,2011
90045,29.68,444,2011
90045,26.59,437,2011
90045,26.32,503,2011
90045,25.33,500,2012
90045,25.21,437,2012
90045,27.34,459,2012
90045,26.66,406,2012
90045,30.78,417,2012
90045,32.6,398,2012
90045,14.43,424,2012
90045,14.54,479,2012
90045,13.58,456,2012
90045,12.4,444,2012
90045,11.48,438,2012
90045,8.73,511,2013
90045,8.76,502,2013
90045,8.84,402,2013
90045,10.23,439,2013
90045,12.25,393,2013
90045,13.06,410,2013
90045,14.02,408,2013
90046,35.97,556,2005
90046,37.45,593,2005
90046,35.61,562,2005
90046,32.44,523,2005
90046,30.73,510,2005
90046,29.85,543,2005
90046,29.75,543,2006
90046,26.34,497,2006
90046,28.39,546,2006
90046,27.38,479,2006
90046,30.04,519,2006
90046,34.8,682,2006
90046,36.55,701,2006
90046,38.48,657,2006
90046,36.59,615,2006
90046,34.49,528,2006
90046,32.89,517,2006
90046,31.09,589,2006
90046,31.17,584,2007
90046,27.43,484,2007
90046,30.82,531,2007
90046,31.89,481,2007
90046,33.74,508,2007
90046,35.62,565,2007
90046,36.47,599,2007
90046,37.12,686,2007
90046,35.12,635,2007
90046,33.3,532,2007
90046,31.33,520,2007
90046,27.54,593,2007
90046,27.7,590,2008
90046,25.33,505,2008
90046,27.96,539,2008
90046,31.17,524,2008
90046,32.34,550,2008
90046,33.44,603,2008
90046,35.29,617,2008
90046,34.94,635,2008
90046,33.51,610,2008
90046,33.27,570,2008
90046,30.92,551,2008
90046,26.6,565,2008
90046,26.87,563,2009
90046,23.71,2714,2009
90046,26.82,534,2009
90046,29.16,487,2009
90046,29.89,507,2009
90046,29.56,544,2009
90046,30.98,579,2009
90046,31.87,665,2009
90046,30.14,630,2009
90046,29.42,536,2009
90046,27.54,518,2009
90046,24.09,545,2009
90046,24.06,545,2010
90046,21.56,474,2010
90046,24.34,519,2010
90046,25.09,455,2010
90046,26.44,474,2010
90046,28.68,501,2010
90046,30.33,527,2010
90046,31.06,560,2010
90046,29.65,545,2010
90046,27.38,555,2010
90046,25.8,534,2010
90046,22.99,548,2010
90046,23.69,548,2011
90046,21.72,487,2011
90046,24.07,533,2011
90046,25.7,466,2011
90046,27.22,487,2011
90046,28.78,519,2011
90046,30.21,542,2011
90046,30.6,583,2011
90046,29.34,555,2011
90046,26.97,518,2011
90046,25.4,502,2011
90046,24.49,539,2011
90046,24.99,537,2012
90046,23.71,478,2012
90046,25.21,507,2012
90046,24.93,462,2012
90046,26.76,482,2012
90046,28.5,495,2012
90046,21.77,539,2012
90046,24.08,726,2012
90046,22.66,672,2012
90046,21.04,545,2012
90046,19.14,526,2012
90046,13.31,558,2013
90046,13.58,552,2013
90046,14.16,444,2013
90046,16.25,489,2013
90046,18.67,460,2013
90046,19.73,487,2013
90046,20.38,525,2013
90047,16.62,376,2005
90047,16.13,385,2005
90047,15.35,374,2005
90047,13.11,390,2005
90047,12.49,381,2005
90047,12.11,444,2005
90047,12.16,447,2006
90047,10.83,390,2006
90047,11.92,429,2006
90047,11.79,374,2006
90047,12.94,384,2006
90047,16.03,409,2006
90047,16.95,422,2006
90047,16.41,399,2006
90047,15.64,384,2006
90047,14.22,393,2006
90047,13.55,384,2006
90047,12.7,478,2006
90047,12.48,480,2007
90047,11.43,383,2007
90047,13.01,417,2007
90047,14.07,369,2007
90047,14.9,379,2007
90047,16.15,380,2007
90047,16.54,397,2007
90047,16.26,419,2007
90047,15.37,402,2007
90047,13.66,396,2007
90047,12.83,386,2007
90047,11.56,481,2007
90047,11.46,486,2008
90047,10.81,403,2008
90047,12.01,423,2008
90047,13.02,371,2008
90047,13.74,382,2008
90047,14.46,388,2008
90047,15.39,409,2008
90047,14.76,405,2008
90047,14.01,390,2008
90047,13.53,395,2008
90047,12.71,385,2008
90047,11.15,457,2008
90047,11.15,461,2009
90047,9.98,394,2009
90047,11.44,425,2009
90047,12.34,361,2009
90047,12.9,370,2009
90047,12.72,367,2009
90047,13.65,387,2009
90047,13.99,413,2009
90047,13.46,397,2009
90047,12.15,391,2009
90047,11.52,380,2009
90047,10.37,454,2009
90047,10.37,458,2010
90047,9.35,375,2010
90047,10.38,408,2010
90047,11.41,357,2010
90047,11.83,366,2010
90047,12.94,350,2010
90047,13.52,366,2010
90047,13.53,369,2010
90047,13.02,360,2010
90047,11.17,396,2010
90047,10.61,386,2010
90047,10.29,454,2010
90047,10.48,457,2011
90047,9.15,384,2011
90047,10.19,420,2011
90047,10.94,353,2011
90047,11.81,362,2011
90047,12.74,356,2011
90047,13.43,370,2011
90047,13.17,366,2011
90047,12.51,355,2011
90047,11.09,386,2011
90047,10.39,376,2011
90047,10.38,454,2011
90047,10.49,457,2012
90047,9.8,388,2012
90047,10.53,407,2012
90047,10.61,352,2012
90047,11.42,359,2012
90047,13.08,340,2012
90047,10.67,359,2012
90047,10.93,414,2012
90047,10.34,398,2012
90047,8.96,380,2012
90047,8.52,370,2012
90047,7.47,460,2013
90047,7.31,463,2013
90047,7.23,366,2013
90047,8.23,395,2013
90047,9.09,337,2013
90047,9.66,347,2013
90047,10.36,345,2013
90048,39.3,466,2005
90048,39.27,470,2005
90048,36.58,455,2005
90048,34.18,428,2005
90048,31.49,408,2005
90048,31.69,454,2005
90048,30.67,462,2006
90048,27.76,420,2006
90048,30.19,466,2006
90048,29.92,407,2006
90048,32.22,408,2006
90048,37.7,547,2006
90048,39.14,604,2006
90048,38.36,511,2006
90048,36.53,478,2006
90048,35.6,442,2006
90048,33.09,421,2006
90048,31.71,489,2006
90048,31.03,504,2007
90048,29.17,406,2007
90048,32.32,433,2007
90048,32.71,391,2007
90048,33.13,398,2007
90048,36.04,469,2007
90048,36.38,504,2007
90048,36.71,538,2007
90048,35.51,524,2007
90048,33.14,443,2007
90048,31.14,417,2007
90048,27.21,494,2007
90048,27.2,511,2008
90048,26.03,418,2008
90048,28.67,429,2008
90048,29.98,415,2008
90048,32.47,430,2008
90048,32.4,495,2008
90048,35.44,529,2008
90048,35.73,540,2008
90048,34.56,523,2008
90048,33.25,454,2008
90048,31.44,429,2008
90048,27.14,468,2008
90048,26.92,475,2009
90048,24.8,409,2009
90048,27.66,443,2009
90048,29.07,411,2009
90048,31.61,419,2009
90048,30.12,444,2009
90048,32.11,475,2009
90048,33.31,529,2009
90048,32.49,522,2009
90048,29.72,451,2009
90048,28.66,424,2009
90048,25.4,465,2009
90048,25.5,472,2010
90048,23.66,393,2010
90048,26.37,419,2010
90048,27.17,378,2010
90048,28.94,383,2010
90048,29.94,402,2010
90048,32.11,430,2010
90048,33.25,458,2010
90048,30.65,450,2010
90048,29.52,447,2010
90048,27.61,431,2010
90048,25.49,471,2010
90048,26.27,477,2011
90048,23.4,409,2011
90048,25.9,447,2011
90048,27.92,393,2011
90048,29.48,396,2011
90048,29.82,430,2011
90048,32.47,456,2011
90048,32.51,462,2011
90048,30.61,447,2011
90048,29.48,441,2011
90048,27.26,424,2011
90048,26.87,460,2011
90048,26.27,466,2012
90048,25.72,410,2012
90048,27.22,428,2012
90048,26.76,379,2012
90048,28.51,383,2012
90048,30.76,410,2012
90048,16.7,431,2012
90048,17.22,577,2012
90048,16.76,578,2012
90048,14.59,449,2012
90048,13.59,418,2012
90048,10.8,470,2013
90048,9.96,478,2013
90048,10.65,390,2013
90048,12.4,416,2013
90048,13.85,376,2013
90048,14.88,384,2013
90048,15.78,430,2013
90049,57.51,893,2005
90049,54.94,897,2005
90049,48.57,824,2005
90049,46.11,845,2005
90049,37.47,831,2005
90049,37.78,861,2005
90049,35.1,867,2006
90049,31.63,785,2006
90049,28.9,856,2006
90049,30.29,829,2006
90049,44.95,861,2006
90049,47.41,859,2006
90049,57.49,1018,2006
90049,55.73,1006,2006
90049,52.6,856,2006
90049,50.71,878,2006
90049,42.32,868,2006
90049,40.21,901,2006
90049,37.21,923,2007
90049,33.07,829,2007
90049,41.35,838,2007
90049,42.5,803,2007
90049,52.08,822,2007
90049,52.09,817,2007
90049,57.49,959,2007
90049,55.68,973,2007
90049,50.23,887,2007
90049,49.7,909,2007
90049,37.04,902,2007
90049,33.9,934,2007
90049,28.82,930,2008
90049,26.81,868,2008
90049,40.87,859,2008
90049,42.75,823,2008
90049,49.01,866,2008
90049,45.81,855,2008
90049,55.62,949,2008
90049,54.14,959,2008
90049,50.03,916,2008
90049,49.45,933,2008
90049,35.94,898,2008
90049,33.16,929,2008
90049,30.25,900,2009
90049,26.94,808,2009
90049,37.44,838,2009
90049,38.92,796,2009
90049,44.22,801,2009
90049,40.71,790,2009
90049,46.7,901,2009
90049,45.42,924,2009
90049,42.69,923,2009
90049,40.86,934,2009
90049,33.11,860,2009
90049,31.63,890,2009
90049,25.63,886,2010
90049,22.09,796,2010
90049,30.33,812,2010
90049,31.1,773,2010
90049,39.53,775,2010
90049,39.4,755,2010
90049,43.68,822,2010
90049,43.69,842,2010
90049,40.17,847,2010
90049,37.46,873,2010
90049,29.8,881,2010
90049,27.93,911,2010
90049,26.72,887,2011
90049,24.06,798,2011
90049,28.18,836,2011
90049,31.72,796,2011
90049,42.16,786,2011
90049,42.08,772,2011
90049,47.67,852,2011
90049,46.79,864,2011
90049,41.35,831,2011
90049,38.6,855,2011
90049,28.66,864,2011
90049,29.25,891,2011
90049,30.21,855,2012
90049,29.07,796,2012
90049,32.32,838,2012
90049,31.97,799,2012
90049,39.98,756,2012
90049,41.69,753,2012
90049,37.75,904,2012
90049,37.93,932,2012
90049,36.45,951,2012
90049,34.75,955,2012
90049,22.77,852,2012
90049,22.78,882,2013
90049,21.57,881,2013
90049,20.17,788,2013
90049,27.99,780,2013
90049,28.27,747,2013
90049,34.04,790,2013
90049,33.59,776,2013
90056,25.59,439,2005
90056,24.55,448,2005
90056,23.12,434,2005
90056,18.55,462,2005
90056,17.37,454,2005
90056,16.8,527,2005
90056,16.39,534,2006
90056,13.89,461,2006
90056,14.78,503,2006
90056,16.41,450,2006
90056,18.09,459,2006
90056,24.23,483,2006
90056,26.84,505,2006
90056,26.13,475,2006
90056,24.46,456,2006
90056,21.12,476,2006
90056,20.14,466,2006
90056,18.89,548,2006
90056,17.95,555,2007
90056,16.7,466,2007
90056,19.18,506,2007
90056,21.12,447,2007
90056,22.45,457,2007
90056,26.71,480,2007
90056,28.63,506,2007
90056,25.64,479,2007
90056,24.65,454,2007
90056,19.32,489,2007
90056,17.73,479,2007
90056,13.84,571,2007
90056,13.5,580,2008
90056,13.83,513,2008
90056,16.12,542,2008
90056,19.84,456,2008
90056,21.72,458,2008
90056,22.05,458,2008
90056,26.99,486,2008
90056,22.39,482,2008
90056,21.49,464,2008
90056,19.04,476,2008
90056,17.37,465,2008
90056,14.41,542,2008
90056,14.24,543,2009
90056,12.23,455,2009
90056,14.47,496,2009
90056,17.67,444,2009
90056,19.47,453,2009
90056,18.98,431,2009
90056,20.89,466,2009
90056,21.5,505,2009
90056,21.42,491,2009
90056,16.44,474,2009
90056,15.39,460,2009
90056,12.96,521,2009
90056,12.7,531,2010
90056,11.13,436,2010
90056,13.03,480,2010
90056,15.98,444,2010
90056,17.11,455,2010
90056,19.58,446,2010
90056,21.33,473,2010
90056,21.25,474,2010
90056,20.03,458,2010
90056,15.43,500,2010
90056,13.78,489,2010
90056,13.29,548,2010
90056,13.32,555,2011
90056,11.3,450,2011
90056,12.63,489,2011
90056,17.08,446,2011
90056,18.27,458,2011
90056,19.37,428,2011
90056,20.27,447,2011
90056,20.88,456,2011
90056,20.13,439,2011
90056,16.29,476,2011
90056,14.78,470,2011
90056,13.73,542,2011
90056,13.43,547,2012
90056,13.25,465,2012
90056,15.01,483,2012
90056,16.17,421,2012
90056,18.58,430,2012
90056,19.33,411,2012
90056,14.86,428,2012
90056,15.83,489,2012
90056,15.09,470,2012
90056,12.16,454,2012
90056,11.43,442,2012
90056,9.14,522,2013
90056,8.8,524,2013
90056,9.58,420,2013
90056,11.06,452,2013
90056,12.7,392,2013
90056,13.45,401,2013
90056,15.76,413,2013
90057,110.34,271,2005
90057,109.59,279,2005
90057,102.8,239,2005
90057,102.37,244,2005
90057,99.19,251,2005
90057,101.91,262,2005
90057,101.93,263,2006
90057,91.64,238,2006
90057,99.32,256,2006
90057,95.32,245,2006
90057,103.1,258,2006
90057,103.93,250,2006
90057,114.42,297,2006
90057,112.78,305,2006
90057,107.86,247,2006
90057,106.41,247,2006
90057,100.23,259,2006
90057,101.47,272,2006
90057,102.44,281,2007
90057,88.75,256,2007
90057,100.91,252,2007
90057,98.44,235,2007
90057,100.96,243,2007
90057,101.46,236,2007
90057,104.56,285,2007
90057,101.62,292,2007
90057,100.39,243,2007
90057,96.93,245,2007
90057,94.43,260,2007
90057,90.7,271,2007
90057,92.6,274,2008
90057,85.58,257,2008
90057,95.02,244,2008
90057,91.26,228,2008
90057,96.34,252,2008
90057,93.93,248,2008
90057,102.6,276,2008
90057,99.73,282,2008
90057,98.37,253,2008
90057,94.79,258,2008
90057,94.31,264,2008
90057,90.66,275,2008
90057,93.93,264,2009
90057,85.84,236,2009
90057,95.48,244,2009
90057,91.3,232,2009
90057,95.05,235,2009
90057,92.33,225,2009
90057,102.62,269,2009
90057,98.25,280,2009
90057,96.29,251,2009
90057,95.56,256,2009
90057,89.8,247,2009
90057,87.44,256,2009
90057,87.84,256,2010
90057,78.02,230,2010
90057,89.9,231,2010
90057,85.94,215,2010
90057,91.01,223,2010
90057,89.81,216,2010
90057,94.1,246,2010
90057,99.83,254,2010
90057,89.81,230,2010
90057,90.26,236,2010
90057,87.9,257,2010
90057,87.43,271,2010
90057,89.09,260,2011
90057,78.47,232,2011
90057,87.8,241,2011
90057,88.33,229,2011
90057,91.69,225,2011
90057,90.13,217,2011
90057,99.23,245,2011
90057,94.6,251,2011
90057,94.97,232,2011
90057,96.33,240,2011
90057,86.54,247,2011
90057,87.38,257,2011
90057,87.74,250,2012
90057,81.82,231,2012
90057,88.75,231,2012
90057,85.93,221,2012
90057,92.76,223,2012
90057,91.48,217,2012
90057,10.26,269,2012
90057,10.43,277,2012
90057,9.77,266,2012
90057,10.1,274,2012
90057,8.61,250,2012
90057,9.04,258,2013
90057,8.92,261,2013
90057,7.93,237,2013
90057,9.38,225,2013
90057,9.33,208,2013
90057,9.69,231,2013
90057,9.48,226,2013
90058,48.86,288,2005
90058,48.22,292,2005
90058,43.61,258,2005
90058,41.69,265,2005
90058,39.5,276,2005
90058,39.36,287,2005
90058,40.61,287,2006
90058,37.09,258,2006
90058,41.03,273,2006
90058,37.34,261,2006
90058,42.19,268,2006
90058,42.21,261,2006
90058,48.67,322,2006
90058,50.09,330,2006
90058,41.34,256,2006
90058,46.93,262,2006
90058,39.98,282,2006
90058,39.62,294,2006
90058,38.85,293,2007
90058,36.49,264,2007
90058,40.14,270,2007
90058,39.3,258,2007
90058,40.41,268,2007
90058,40.06,259,2007
90058,38.43,304,2007
90058,38.05,307,2007
90058,35.34,260,2007
90058,36.23,268,2007
90058,33.41,281,2007
90058,30.97,291,2007
90058,30.2,290,2008
90058,27.88,270,2008
90058,31.71,261,2008
90058,31.46,247,2008
90058,33.42,269,2008
90058,37.52,263,2008
90058,36.58,306,2008
90058,36.13,309,2008
90058,34.35,275,2008
90058,34.97,283,2008
90058,33.17,287,2008
90058,30.77,298,2008
90058,30.37,280,2009
90058,27.78,249,2009
90058,30.62,256,2009
90058,29.96,241,2009
90058,31.32,250,2009
90058,35.33,243,2009
90058,35.34,296,2009
90058,35.72,303,2009
90058,33.73,287,2009
90058,31.2,297,2009
90058,30.16,293,2009
90058,27.22,304,2009
90058,28.21,283,2010
90058,25.18,249,2010
90058,28.97,257,2010
90058,28.41,242,2010
90058,29.08,250,2010
90058,28.21,243,2010
